,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
451,הדסה,שיבא,סורוקה,סוראסקי,מאיר,וולפסון,מעייני הישועה,הלל יפה,המרכזי בעמק,קפלן,אסותא אשדוד,שמיר,בני ציון,נצרת,לניאדו,יוספטל,"רמב""ם",הכרמל,רבין ק. השרון,ברזילי,זיו צפת,מ.ר. צפון (פוריה),נהריה,שערי צדק,רבין ק. בילינסון
452,הלל יפה,מאיר,סוראסקי,שמיר,קפלן,וולפסון,הכרמל,אסותא אשדוד,מעייני הישועה,שיבא,בני ציון,רבין ק. השרון,הדסה,שערי צדק,סורוקה,נצרת,לניאדו,המרכזי בעמק,נהריה,יוספטל,מ.ר. צפון (פוריה),ברזילי,זיו צפת,"רמב""ם",רבין ק. בילינסון
453,אסותא אשדוד,שמיר,"רמב""ם",שיבא,הלל יפה,מאיר,רבין ק. בילינסון,וולפסון,קפלן,הדסה,הכרמל,מעייני הישועה,יוספטל,לניאדו,בני ציון,סורוקה,שערי צדק,המרכזי בעמק,מ.ר. צפון (פוריה),נצרת,נהריה,ברזילי,זיו צפת,רבין ק. השרון,סוראסקי
454,הכרמל,שערי צדק,רבין ק. בילינסון,לניאדו,מאיר,וולפסון,סוראסקי,קפלן,שיבא,"רמב""ם",יוספטל,סורוקה,הדסה,מעייני הישועה,מ.ר. צפון (פוריה),המרכזי בעמק,רבין ק. השרון,בני ציון,הלל יפה,נצרת,נהריה,ברזילי,זיו צפת,שמיר,אסותא אשדוד
455,סוראסקי,סורוקה,רבין ק. בילינסון,שיבא,רבין ק. השרון,מאיר,קפלן,מעייני הישועה,שמיר,הלל יפה,"רמב""ם",הדסה,אסותא אשדוד,לניאדו,המרכזי בעמק,שערי צדק,הכרמל,יוספטל,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,בני ציון,וולפסון
456,שערי צדק,סוראסקי,בני ציון,מאיר,רבין ק. השרון,וולפסון,קפלן,הלל יפה,הדסה,שמיר,אסותא אשדוד,לניאדו,"רמב""ם",סורוקה,נהריה,יוספטל,המרכזי בעמק,הכרמל,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,רבין ק. בילינסון
457,אסותא אשדוד,הדסה,מאיר,לניאדו,סורוקה,שמיר,סוראסקי,וולפסון,רבין ק. בילינסון,שערי צדק,ברזילי,הכרמל,בני ציון,קפלן,רבין ק. השרון,הלל יפה,המרכזי בעמק,יוספטל,מעייני הישועה,נהריה,נצרת,זיו צפת,מ.ר. צפון (פוריה),"רמב""ם",שיבא
458,שיבא,וולפסון,לניאדו,סוראסקי,הכרמל,אסותא אשדוד,סורוקה,רבין ק. השרון,שמיר,"רמב""ם",מעייני הישועה,הדסה,בני ציון,הלל יפה,שערי צדק,המרכזי בעמק,יוספטל,מאיר,נהריה,מ.ר. צפון (פוריה),נצרת,ברזילי,זיו צפת,קפלן,רבין ק. בילינסון
459,"רמב""ם",רבין ק. בילינסון,קפלן,הדסה,מאיר,שמיר,סורוקה,וולפסון,סוראסקי,לניאדו,שיבא,אסותא אשדוד,מעייני הישועה,רבין ק. השרון,שערי צדק,בני ציון,הלל יפה,יוספטל,המרכזי בעמק,מ.ר. צפון (פוריה),נצרת,ברזילי,נהריה,זיו צפת,הכרמל
460,"רמב""ם",שערי צדק,מאיר,בני ציון,סוראסקי,רבין ק. בילינסון,שיבא,קפלן,הכרמל,הדסה,לניאדו,שמיר,סורוקה,המרכזי בעמק,רבין ק. השרון,הלל יפה,אסותא אשדוד,יוספטל,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,וולפסון
461,אסותא אשדוד,וולפסון,הדסה,בני ציון,סורוקה,מאיר,רבין ק. השרון,שיבא,הלל יפה,"רמב""ם",לניאדו,מעייני הישועה,מ.ר. צפון (פוריה),שערי צדק,יוספטל,המרכזי בעמק,קפלן,ברזילי,סוראסקי,נצרת,נהריה,זיו צפת,הכרמל,שמיר,רבין ק. בילינסון
462,שיבא,המרכזי בעמק,אסותא אשדוד,סוראסקי,וולפסון,הכרמל,רבין ק. השרון,שמיר,הלל יפה,הדסה,בני ציון,לניאדו,"רמב""ם",שערי צדק,סורוקה,קפלן,מעייני הישועה,יוספטל,זיו צפת,מ.ר. צפון (פוריה),ברזילי,נהריה,נצרת,רבין ק. בילינסון,מאיר
463,הדסה,מאיר,אסותא אשדוד,בני ציון,"רמב""ם",שמיר,שיבא,רבין ק. השרון,הלל יפה,קפלן,וולפסון,הכרמל,המרכזי בעמק,לניאדו,מעייני הישועה,שערי צדק,יוספטל,נצרת,סורוקה,נהריה,ברזילי,מ.ר. צפון (פוריה),זיו צפת,סוראסקי,רבין ק. בילינסון
464,רבין ק. בילינסון,שיבא,שמיר,וולפסון,הדסה,סוראסקי,"רמב""ם",קפלן,הלל יפה,הכרמל,רבין ק. השרון,אסותא אשדוד,סורוקה,מ.ר. צפון (פוריה),שערי צדק,יוספטל,המרכזי בעמק,בני ציון,מעייני הישועה,לניאדו,נצרת,ברזילי,נהריה,זיו צפת,מאיר
465,קפלן,רבין ק. בילינסון,סוראסקי,בני ציון,וולפסון,רבין ק. השרון,הכרמל,מעייני הישועה,לניאדו,שיבא,אסותא אשדוד,המרכזי בעמק,שמיר,סורוקה,יוספטל,שערי צדק,הלל יפה,"רמב""ם",נהריה,ברזילי,נצרת,זיו צפת,מ.ר. צפון (פוריה),הדסה,מאיר
466,"רמב""ם",שערי צדק,הכרמל,סוראסקי,רבין ק. בילינסון,שיבא,מאיר,וולפסון,הדסה,הלל יפה,רבין ק. השרון,מעייני הישועה,בני ציון,יוספטל,סורוקה,לניאדו,קפלן,המרכזי בעמק,נהריה,נצרת,ברזילי,אסותא אשדוד,זיו צפת,מ.ר. צפון (פוריה),שמיר
467,סוראסקי,שמיר,רבין ק. בילינסון,רבין ק. השרון,שיבא,מאיר,קפלן,"רמב""ם",סורוקה,לניאדו,וולפסון,הכרמל,שערי צדק,מעייני הישועה,הלל יפה,בני ציון,המרכזי בעמק,יוספטל,הדסה,אסותא אשדוד,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת
468,סוראסקי,וולפסון,הכרמל,בני ציון,שיבא,מאיר,קפלן,לניאדו,אסותא אשדוד,רבין ק. השרון,שערי צדק,מעייני הישועה,שמיר,ברזילי,"רמב""ם",הלל יפה,המרכזי בעמק,יוספטל,סורוקה,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון,הדסה
469,וולפסון,בני ציון,"רמב""ם",שערי צדק,מאיר,שמיר,קפלן,לניאדו,יוספטל,אסותא אשדוד,הדסה,הכרמל,הלל יפה,סורוקה,המרכזי בעמק,מעייני הישועה,נהריה,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,רבין ק. השרון,סוראסקי,שיבא,רבין ק. בילינסון
470,סוראסקי,רבין ק. בילינסון,הכרמל,"רמב""ם",מאיר,רבין ק. השרון,מעייני הישועה,וולפסון,סורוקה,אסותא אשדוד,הדסה,יוספטל,הלל יפה,שערי צדק,קפלן,לניאדו,נהריה,בני ציון,המרכזי בעמק,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,שמיר
471,רבין ק. בילינסון,וולפסון,אסותא אשדוד,סורוקה,שיבא,שמיר,הכרמל,"רמב""ם",קפלן,הלל יפה,הדסה,סוראסקי,יוספטל,נהריה,בני ציון,מעייני הישועה,המרכזי בעמק,לניאדו,נצרת,ברזילי,מ.ר. צפון (פוריה),מאיר,שערי צדק,זיו צפת,רבין ק. השרון
472,הכרמל,שערי צדק,בני ציון,מאיר,סוראסקי,שמיר,רבין ק. השרון,וולפסון,הלל יפה,הדסה,אסותא אשדוד,"רמב""ם",סורוקה,קפלן,מעייני הישועה,יוספטל,המרכזי בעמק,לניאדו,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,שיבא,רבין ק. בילינסון
473,וולפסון,מאיר,רבין ק. השרון,סוראסקי,רבין ק. בילינסון,אסותא אשדוד,סורוקה,"רמב""ם",שמיר,שיבא,הדסה,בני ציון,הכרמל,שערי צדק,יוספטל,הלל יפה,המרכזי בעמק,לניאדו,מעייני הישועה,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,קפלן
474,סוראסקי,הדסה,הכרמל,הלל יפה,רבין ק. השרון,בני ציון,מעייני הישועה,שמיר,מאיר,אסותא אשדוד,שיבא,יוספטל,נצרת,קפלן,סורוקה,לניאדו,"רמב""ם",המרכזי בעמק,שערי צדק,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,וולפסון,רבין ק. בילינסון
475,סוראסקי,וולפסון,"רמב""ם",הכרמל,מאיר,הלל יפה,שיבא,רבין ק. השרון,לניאדו,קפלן,הדסה,מעייני הישועה,בני ציון,שמיר,יוספטל,אסותא אשדוד,המרכזי בעמק,נצרת,סורוקה,שערי צדק,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון
476,הלל יפה,הדסה,קפלן,סוראסקי,שמיר,רבין ק. בילינסון,אסותא אשדוד,שיבא,רבין ק. השרון,סורוקה,המרכזי בעמק,הכרמל,בני ציון,מאיר,שערי צדק,לניאדו,נהריה,יוספטל,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם",וולפסון
477,המרכזי בעמק,שערי צדק,שמיר,שיבא,סוראסקי,רבין ק. בילינסון,רבין ק. השרון,קפלן,אסותא אשדוד,מאיר,"רמב""ם",הלל יפה,הדסה,לניאדו,הכרמל,בני ציון,סורוקה,יוספטל,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,וולפסון
478,קפלן,סורוקה,שמיר,רבין ק. בילינסון,בני ציון,מאיר,שיבא,"רמב""ם",הדסה,מעייני הישועה,וולפסון,אסותא אשדוד,הלל יפה,יוספטל,המרכזי בעמק,שערי צדק,לניאדו,נצרת,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,הכרמל,רבין ק. השרון,סוראסקי
479,רבין ק. בילינסון,מאיר,הכרמל,סוראסקי,סורוקה,וולפסון,שיבא,שמיר,הדסה,רבין ק. השרון,יוספטל,המרכזי בעמק,מעייני הישועה,הלל יפה,שערי צדק,אסותא אשדוד,בני ציון,ברזילי,לניאדו,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם",קפלן
480,מאיר,הכרמל,וולפסון,קפלן,שמיר,שיבא,סוראסקי,יוספטל,הדסה,רבין ק. השרון,"רמב""ם",שערי צדק,מעייני הישועה,סורוקה,בני ציון,המרכזי בעמק,נהריה,הלל יפה,ברזילי,לניאדו,נצרת,מ.ר. צפון (פוריה),זיו צפת,אסותא אשדוד,רבין ק. בילינסון
481,שערי צדק,אסותא אשדוד,שיבא,מאיר,סוראסקי,"רמב""ם",שמיר,רבין ק. השרון,וולפסון,מעייני הישועה,קפלן,לניאדו,יוספטל,הכרמל,הדסה,המרכזי בעמק,מ.ר. צפון (פוריה),ברזילי,סורוקה,נהריה,נצרת,זיו צפת,הלל יפה,בני ציון,רבין ק. בילינסון
482,וולפסון,רבין ק. בילינסון,שיבא,רבין ק. השרון,הלל יפה,אסותא אשדוד,שמיר,סוראסקי,יוספטל,הדסה,לניאדו,שערי צדק,"רמב""ם",מאיר,סורוקה,בני ציון,המרכזי בעמק,מעייני הישועה,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,קפלן,הכרמל
483,הדסה,רבין ק. בילינסון,קפלן,וולפסון,סוראסקי,רבין ק. השרון,הכרמל,אסותא אשדוד,"רמב""ם",שערי צדק,הלל יפה,סורוקה,יוספטל,בני ציון,שמיר,שיבא,המרכזי בעמק,מעייני הישועה,לניאדו,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,מאיר
484,סוראסקי,הלל יפה,רבין ק. בילינסון,שמיר,רבין ק. השרון,שיבא,מעייני הישועה,מאיר,אסותא אשדוד,הדסה,"רמב""ם",הכרמל,סורוקה,קפלן,בני ציון,שערי צדק,המרכזי בעמק,יוספטל,נהריה,לניאדו,נצרת,ברזילי,מ.ר. צפון (פוריה),זיו צפת,וולפסון
485,הדסה,רבין ק. בילינסון,וולפסון,רבין ק. השרון,שמיר,הכרמל,מאיר,קפלן,שיבא,סוראסקי,הלל יפה,אסותא אשדוד,סורוקה,המרכזי בעמק,שערי צדק,בני ציון,יוספטל,מעייני הישועה,לניאדו,נצרת,נהריה,ברזילי,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם"
486,הדסה,שיבא,סוראסקי,רבין ק. השרון,מאיר,"רמב""ם",שערי צדק,קפלן,מעייני הישועה,אסותא אשדוד,הכרמל,וולפסון,נצרת,הלל יפה,סורוקה,יוספטל,המרכזי בעמק,לניאדו,נהריה,בני ציון,מ.ר. צפון (פוריה),ברזילי,זיו צפת,שמיר,רבין ק. בילינסון
487,מ.ר. צפון (פוריה),מאיר,שיבא,אסותא אשדוד,"רמב""ם",הלל יפה,סוראסקי,לניאדו,רבין ק. השרון,שמיר,מעייני הישועה,קפלן,הדסה,סורוקה,הכרמל,בני ציון,המרכזי בעמק,יוספטל,שערי צדק,נהריה,נצרת,ברזילי,זיו צפת,רבין ק. בילינסון,וולפסון
488,סוראסקי,"רמב""ם",שיבא,מאיר,רבין ק. בילינסון,קפלן,שמיר,הלל יפה,סורוקה,מעייני הישועה,אסותא אשדוד,שערי צדק,יוספטל,בני ציון,זיו צפת,הדסה,המרכזי בעמק,וולפסון,הכרמל,לניאדו,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),רבין ק. השרון
489,שערי צדק,מאיר,"רמב""ם",סוראסקי,וולפסון,שיבא,שמיר,רבין ק. השרון,הכרמל,מעייני הישועה,הלל יפה,אסותא אשדוד,בני ציון,לניאדו,הדסה,יוספטל,סורוקה,קפלן,ברזילי,המרכזי בעמק,נצרת,זיו צפת,נהריה,מ.ר. צפון (פוריה),רבין ק. בילינסון
